rating,review
4,"<p property=""reviewBody"" id=""review_207636744"">
Located a few minutes from the center of Brasilia, the Dom Bosco Sanctuary is a must go attraction. The church holds an modern architecture, with white marble floor, surrounded with gorgeous blue vitraux, an enourmous cristal chandelier hanging from a high ceiling, and the image of our Lord Jesus in front. All of this, combined with its quietness provides the perfect place for meditation and spiritual elevation.<br>The Sanctuary is dedicated to Dom Bosco, who had dreamed about the rise of a new civilization in the exactly the location where more than 100 years later was founded Brasília – ""the land of honey and milk"".
</p>"
5,"<p property=""reviewBody"" id=""review_209393785"">
The interior of this church with its blue glass will give you chills.Do not miss it. An oasis of peace and tranquility. It is a majestic space to say the least.
</p>"
4,"<p property=""reviewBody"" id=""review_212053344"">
Here is a new twist to stained glass windowed churches... The outside is not at all impressive but the inside is a different story!... Made to commemorate the Italian priest who dreamt of Brasilia, it is worth a visit .. as you enter, suddenly, you are transported to a different world... don't forget to go to the small gift shop on the lower level...
</p>"
5,"<p property=""reviewBody"" id=""review_213113468"">
Not very religious person myself, but this place is actually one of the most amazing temples of any religion I have ever visited.!<br><br>The blue color you get from it is breathtaking and gives the temple an amazing feeling of joy and tranquility... check it out
</p>"
5,"<p property=""reviewBody"" id=""review_212822875"">
outside, the church looks a little bare and weird, but when you walk in.... guauuuu. The church is covered with blue stained glass, giving it a light and look unique and overwhelming. If you go to Brasilia, this is must!!!
</p>"
5,"<p property=""reviewBody"" id=""review_212957595"">
Once you walk in you can feel the peace and grace inside it. The lighting is beautiful blue and the central hall was covered in glass wich reflected the blue light and the crusifix and altar. I have to say its a must when you visit Brasilia. In between all the crazy around you, its really nice to take time for God and do a small prayer. I would've loved attending mass but didn't have enough time. I highly recomend it.
</p>"
5,"<p property=""reviewBody"" id=""review_214725762"">
WOW! This church is nothing to look at from the outside but as the saying goes, don't judge a book by its cover. The inside of this church is breathtaking. I've never seen anything like it.
</p>"
5,"<p property=""reviewBody"" id=""review_215980348"">
It's an hour or so drive from Fortaleza but so worth it. Amazing dunes, glorious beach. The tone leading into the beach area is also very special. Not touristy at all. A real Brazilian village.
</p>"
4,"<p property=""reviewBody"" id=""review_211351088"">
Morro Branco is one of the most enchanting beaches in Brazil's Northeast. The colorful sandstone cliffs bordering the beach are magnificent. Don't expect much in the way of tourist accommodations here, just a few beach barracas and small pousados for overnight accommodations. However, there are some fine beach houses, many with pools, for rent at very reasonable prices. The beach here is clean, offering miles of wide packed sand, interrupted only by the sound of an occasional dune buggy. Best for those in search of tranquility and solitude in lieu of the party scene.
</p>"
5,"<p property=""reviewBody"" id=""review_217598068"">
liked very much dunes buggy<br>lovely grottoes complementary souvenir shops<br>the dune labirint is magnificient
</p>"
5,"<p property=""reviewBody"" id=""review_129139388"">
Spent 1 afternoon in this that is, in my opinion, the best beach in Fortaleza area
</p>"
4,"<p property=""reviewBody"" id=""review_133536377"">
nice place to hang for a day... the beaches are nice the food was great, but the buggy rides are Ok. Better to walk on the beach.
</p>"
4,"<p property=""reviewBody"" id=""review_131168122"">
I visited this place on a day tour including the city of Canoa Quebrada. This means you just need few hours to admire this lovely place
</p>"
5,"<p property=""reviewBody"" id=""review_147082797"">
It's incredible what nature can do. It is worth seeing the different colored sands and know it was made by erosion.
</p>"
5,"<p property=""reviewBody"" id=""review_156111226"">
If you find yourself in Fortaleza, you must take a day trip to Morro Branco. It is an incredible place on the beach. You can purchase many different bottles filled with different colored sand. You can even find guys that will write your name in sand inside the bottle. What an amazing treasure to display when you get home. YOU HAVE TO GO HERE!!!!!!
</p>"
4,"<p property=""reviewBody"" id=""review_157119314"">
Morro branco beach is located at Beberibe town, which is about 1:30 hour away from Fortaleza by car, driving on the excellent double-lane CE-040 highway. It is really worth visiting it, since it is a calm beach, with astonishing views. It is perfect for families willing a nice day-trip from Fortaleza.
</p>"
5,"<p property=""reviewBody"" id=""review_162370190"">
Very nice tour through colored sands, magnificent landscapes, real restaurants at the beach, organized and clean. For a one day trip coming from Fortaleza with my 6 years old son. Definitely worth it.
</p>"
5,"<p property=""reviewBody"" id=""review_176787465"">
From the outside, you cannot tell how beautiful it is inside! Not as famous as the Cathedral, but I say everyone who visits Brasilia should go.
</p>"
5,"<p property=""reviewBody"" id=""review_172767170"">
This was a beautiful cathedral, a large fraction of all four walls were stained glass, as you can see from the pictures. It is not along the monumental axis, but it was about a 20 minute walk from our hotel.
</p>"
5,"<p property=""reviewBody"" id=""review_170901463"">
From the outside this place looks like a warehouse, however once inside it's incredible well worth a visit and spend about 1 hour inside.
</p>"
5,"<p property=""reviewBody"" id=""review_178561215"">
When you enter this church, you feel the spirit whether you're a believer or not. It's a place not to miss in Brasilia.
</p>"
5,"<p property=""reviewBody"" id=""review_178190332"">
This must be the most amazing example of religious architecture imaginable..<br>From the exterior it could be a fortress, but step inside and the seances are challenged. Huge columns of concrete with the most amazing panels of graduating blur mosaics of glass. These extend the whole length of the building. Just to add the the glass effect is a huge glass chandalier.<br>The mind boggles.
</p>"
5,"<p property=""reviewBody"" id=""review_181923972"">
most amazing modern stained glass you are ever likely to see . The colours just poured over you. Some interesting statues and sculptures but it is the windows WOW
</p>"
